category,maker,year,registrations
LMV,NB TURNED  COMPONENTS PVT LTD,2023,0
3W,NBC ENGINEERING PVT LTD,2023,0
2W,NDS ECO MOTORS PVT LTD,2023,7
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2023,667
LMV,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2023,0
3W,NEELAM AGRO EQUIP,2023,0
3W,NEELAM CYCLE,2023,42
3W,NEUON MOTORS LLP,2023,45
3W,NEW ARCANA INDIA,2023,1253
3W,NEW CHAWLA INDUSTRIES,2023,0
3W,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2023,0
LMV,NEW MARTHWADA QUALITY TRAILOR,2023,0
3W,NEWTON INDIA INDUSTRIES PVT LTD,2023,5
2W,NEXZU MOBILITY PVT LTD,2023,0
3W,NEXZU MOBILITY PVT LTD,2023,0
3W,NGAGE IMPEX PVT LTD,2023,0
3W,NGAGE WHEEL PVT LTD,2023,40
3W,NHD MOTORS,2023,326
3W,NIBE MOTORS PVT LTD,2023,19
2W,NIC TEST ACCOUNT-1,2023,0
3W,NIC TEST ACCOUNT-1,2023,0
LMV,NIC TEST ACCOUNT-1,2023,0
3W,NICOLAS INDUSTRIES,2023,0
3W,NIKHIL FURNITURES,2023,0
2W,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2023,0
3W,NIPUN SANYANTRA PVT LTD,2023,439
3W,NIRMAL UTILITY SERVICES PVT LTD,2023,22
2W,NISIKI TECHNOLOGIES PVT LTD,2023,164
3W,NISSAN MOTOR INDIA PVT LTD,2023,0
LMV,NISSAN MOTOR INDIA PVT LTD,2023,0
3W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2023,2650
2W,NUMEROS MOTORS PVT LTD,2023,473
2W,OBEN ELECTRIC VEHICLES PVT LTD,2023,50
3W,OCULUS AUTO INDUSTRIES LLP,2023,2
2W,ODYSSE ELECTRIC VEHICLES PVT LTD,2023,210
3W,OGATA MOTORS INDIA PVT LTD,2023,157
3W,OK PLAY INDIA LTD,2023,125
LMV,OK PLAY INDIA LTD,2023,0
2W,OKA MOTOR COMPANY LTD.,2023,0
2W,OKAYA EV PVT LTD,2023,15816
2W,OKINAWA AUTOTECH PVT LTD,2023,31616
3W,OKINAWA AUTOTECH PVT LTD,2023,1
LMV,OKINAWA AUTOTECH PVT LTD,2023,0
2W,OLA ELECTRIC TECHNOLOGIES PVT LTD,2023,267355
LMV,OLECTRA GREENTECH LTD,2023,0
MMV,OLECTRA GREENTECH LTD,2023,12
3W,OLYMPUS INDUSTRIES PVT LTD,2023,0
MMV,OLYMPUS INDUSTRIES PVT LTD,2023,0
2W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2023,0
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2023,3304
3W,OM BALAJI AUTOMOBILES I P LTD,2023,9
3W,OM INDUSTRIES,2023,44
3W,OM PACKAGING,2023,0
3W,OM RAJ AUTOTECH LLP,2023,1203
3W,OM. INDUSTRIES,2023,0
3W,OMEGA SALES & AGRO INDUSTRIES,2023,283
3W,OMEGA SEIKI PVT LTD,2023,3579
LMV,OMEGA SEIKI PVT LTD,2023,102
2W,OMJAY EV LIMITED,2023,67
2W,ORIGINAL FUEL SYSTEM PVT LTD,2023,0
3W,ORIGINAL FUEL SYSTEM PVT LTD,2023,0
2W,OTHERS,2023,195
3W,OTHERS,2023,1435
LMV,OTHERS,2023,40
MMV,OTHERS,2023,1
2W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2023,351
3W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2023,11
3W,PACE AGRO PRIVATE LIMITED,2023,41
LMV,PACE AGRO PRIVATE LIMITED,2023,0
3W,PACE AGRO PVT LTD,2023,0
3W,PAL DIESAL PVT LTD,2023,0
3W,PANSEN ENGINEERING INDIA PVT LTD,2023,0
3W,PANTHER ELECTRIC VEHICLES,2023,77
3W,PARAG AGRO,2023,0
3W,PARAS INDUSTRIES,2023,3246
LMV,PARAS INDUSTRIES,2023,1
3W,PARI E-VEHICLES,2023,572
3W,PARI METRO E RICKSHAW,2023,904
3W,PARVEEN AUTO,2023,65
3W,PASHUPATI NATH MOTORS PVT LTD,2023,0
3W,PASHUPATI VEHICLE PVT. LTD.,2023,0
3W,PASHUPATI VEHICLES PVT LTD,2023,0
3W,PATS MOTOR CORP,2023,21
LMV,PCA AUTOMOBILES INDIA PVT LTD,2023,1950
2W,PIAGGIO VEHICLES PVT LTD,2023,0
3W,PIAGGIO VEHICLES PVT LTD,2023,21079
LMV,PIAGGIO VEHICLES PVT LTD,2023,10
3W,PILLING RIG,2023,0
LMV,PINNACLE MOBILITY SOLUTIONS PVT LTD,2023,22
3W,PLAUDIT TECHNO INDIA PVT LTD,2023,18
LMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2023,0
MMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2023,0
LMV,PONMALAR TRAILERS,2023,0
3W,POOSHPAK AUTOMOBILES PVT LTD,2023,65
2W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2023,214
3W,PORSCHE AG,2023,0
LMV,PORSCHE AG GERMANY,2023,96
2W,PORWAL ELECTRIC,2023,0
LMV,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,2023,0
3W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,2023,101
3W,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,2023,8
3W,PRAG MOTORS,2023,206
3W,PRAGYA AUTOMOBILE PVT LTD,2023,33
3W,PRAJAPATI ENG. WORKS,2023,0
3W,PRAJJWAL MAHAJAN TRADERS,2023,13
3W,PRAKASH ENTERPRISES,2023,65
3W,PREET TRACTORS PVT. LTD.,2023,0
3W,PREMIER LTD,2023,0
3W,PRESTANTIA CREATIONS PVT LTD,2023,6
3W,PRIDE E-MOTORS,2023,500
3W,PRIMA PVT LTD,2023,0
3W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,2023,40
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2023,16
3W,PUNEET OVERSEAS  INC,2023,0
3W,PUNJAB BODY BUILDERS,2023,22
LMV,PUNJAB TRACTORS LIMITED,2023,0
2W,PUR ENERGY PVT LTD,2023,7191
3W,PURVA UDYOG PVT LTD,2023,23
3W,PUSHKAR INDUSTRIES,2023,0
3W,PYTHOX MOTORS PVT LTD,2023,338
2W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),2023,81
2W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2023,10
2W,QUANTUM ENERGY LTD.,2023,2371
LMV,QUANTUM ENERGY LTD.,2023,2
LMV,R.N.A.I.P.LTD,2023,0
3W,R3 ENTERPRISES,2023,501
3W,RAAJ AUTOMOTIVE,2023,0
3W,RACCOON MOTORS PVT LTD,2023,18
3W,RACHANACREATIONS AUTO PVT LTD,2023,0
3W,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,2023,0
3W,RAHUL AGRO EXPORTS PVT LTD,2023,124
2W,RAJ AUTOMOTIVE,2023,0
3W,RAJ AUTOMOTIVE,2023,99
3W,RAJA ARTS HITECH ENGINEERING,2023,1
3W,RAJESH STEEL AND WIRE INDUSTRIES,2023,8
LMV,RAJESH STEEL AND WIRE INDUSTRIES,2023,0
3W,RAJIV RAJ VEHICLES PVT LTD,2023,0
3W,RAJKAMAL MOTORS LTD,2023,0
3W,RAM JANKI ENG. WORK,2023,0
3W,RAMA INDUSTRIES,2023,4
3W,RAMON INDUSTRIES,2023,114
3W,RANA ENGINEER WORKS,2023,575
3W,RASANDIK ENGINEERING,2023,0
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2023,152
3W,RASANDIK MOTORS PVT LTD,2023,0
3W,RASIWASIA RASAYAN PVT LTD,2023,2
LMV,RATHNA ENGINEERING COMPANY,2023,0
3W,RAVI METAL WORKS,2023,20
3W,RAYON ENGINEERS,2023,1176
3W,RCJ AUTO FORGE PVT LTD,2023,609
3W,RD AND CO,2023,1
3W,RDS INDUSTRIES,2023,0
3W,REDDY AUTOMOTIVE PVT LTD,2023,0
3W,REEP INDUSTRIES PVT LTD,2023,1080
LMV,REEP INDUSTRIES PVT LTD,2023,3
3W,REFLEX CONTROL SYSTEM PVT,2023,0
3W,REFLEX CONTROL SYSTEM PVT .LTD,2023,96
2W,REGENERATION E BIKES,2023,0
2W,RENAULT INDIA PVT LTD,2023,0
3W,RENAULT INDIA PVT LTD,2023,0
LMV,RENAULT INDIA PVT LTD,2023,2
3W,REPUBLIC MOTORS,2023,237
LMV,REPUBLIC MOTORS,2023,0
3W,REPUBLIC PVT.LTD.,2023,0
LMV,REVA ELECTRIC CAR CO,2023,0
2W,REVOLT INTELLICORP PVT LTD,2023,6976
2W,RGM BUSINESS PLUS PVT LTD,2023,822
3W,RIBAND ELECTRIC PVT LTD,2023,496
3W,RICHFORD ALLIANZ PVT LTD,2023,0
2W,RIVER MOBILITY PVT LTD,2023,92
3W,RIYA ENTERPRISE,2023,31
3W,ROANSOME MOTORS,2023,4
3W,ROARLEO MOTOR PVT LTD,2023,338
LMV,ROLLS ROYCE,2023,0
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),2023,1
LMV,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),2023,0
2W,ROWWET MOBILITY PVT LTD,2023,68
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2023,0
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2023,0
LMV,ROYAL-ENFIELD (UNIT OF EICHER LTD),2023,0
3W,ROYCE EV PVT LTD,2023,0
3W,RP MOTORS,2023,32
3W,RSD SECURITY SOLUTIONS PVT LTD,2023,1
3W,RUDRA AUTO INDUSTRIES,2023,0
3W,RUTBA PRODUCT PVT LTD,2023,629
3W,S AND J INDUSTRIES,2023,126
3W,S B TRADERS,2023,29
3W,S E ASIA CO,2023,0
LMV,S J TRAILORS,2023,0
LMV,"S M TRACTOR TRALERS, SHAHAPUR",2023,0
3W,S S GLOBAL,2023,6
3W,S.M. LTD.,2023,0
3W,S.P. ELECTRONICS,2023,0
3W,S.S.AGRO TECH,2023,0
3W,S.V AUTOMOTIVE,2023,0
3W,SAATHI TRADING CO,2023,0
3W,SAERA ELECTRIC AUTO PVT LTD,2023,29321
LMV,SAERA ELECTRIC AUTO PVT LTD,2023,1
MMV,SAERA ELECTRIC AUTO PVT LTD,2023,1
LMV,SAGAR AGRO INDUSTRIES,2023,0
3W,SAGAR FABRICATIONS,2023,10
3W,SAGAS AUTOTIC PVT LTD,2023,0
3W,SAHKAR AGRO IND,2023,0
3W,SAHNIANAND E VEHICLES PVT LTD,2023,5788
2W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2023,22
3W,SAIFIAN SOLAR PVT LTD,2023,0
3W,SAINIK CYCLE MART,2023,36
3W,SAKSHAM TECH AUTO,2023,0
3W,SAKSHAM TECH AUTOMOBILES,2023,175
3W,SAKSHAM TRADING COMPANY,2023,4
LMV,SAKTHI VIJAY INDUSTRIES,2023,0
LMV,SAKTHI VINAYAKA ENGINEERING WORKS,2023,0
2W,SAME DEUTZ - FAHR INDIA (P) LTD.,2023,0
3W,SAME DEUTZ - FAHR INDIA (P) LTD.,2023,0
3W,SAMEER ENGINEERING,2023,5
3W,SAMRAT ELECTRIC VEHICLE,2023,677
3W,SAN MOTORS LIMITED,2023,0
3W,SANCHAL AUTOMOBILES PVT LTD,2023,0
3W,SANT ENGG WORKS,2023,0
3W,SARAVANA ENGINEERING WORKS,2023,204
LMV,SARAVANA TRAILER,2023,0
3W,SAS MOTORS LTD.,2023,0
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2023,2831
3W,SAURYAA SHARYO CORPORATION,2023,2
2W,SBTEK E MOTO PVT LTD,2023,22
3W,SCOOTERS INDIA LTD,2023,1
3W,SEALION AUTOMOBILE PVT LTD,2023,36
2W,SEEKA E MOTORS PVT LTD,2023,3
3W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2023,54
3W,SETH INDUSTRIAL CORPORATION,2023,911
3W,SETHJI INDUSTRIES,2023,0
3W,SF2 E VEHICLE PVT LTD,2023,49
3W,SGL INDUSTRIES,2023,0
3W,SGLLINE MOTORS PVT LTD,2023,31
MMV,SHAH AGRO ENGG WORKS,2023,0
3W,SHAILENDRA AUTOS PVT LTD,2023,40
3W,SHAKTI AUTO GREEN,2023,787
3W,SHAKTIMAN AGRO INDUSTRIES,2023,0
3W,SHALYA AUTO SALES PVT LTD,2023,617
3W,SHAMMI ELECTRONICS,2023,28
2W,SHEMA E- VEHCILE & SOLAR PVT LTD,2023,0
3W,SHERA ELECTRICAL AUTO PVT LTD,2023,0
3W,SHIGAN EVOLTZ LTD,2023,431
LMV,SHIGAN EVOLTZ LTD,2023,0
3W,SHINE METAL UDYOG PVT LTD,2023,0
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2023,110
3W,SHINME ELECTRICAL VEHICLE PVT LTD,2023,120
3W,SHIV ENTERPRISES,2023,0
3W,SHIV OM INDIA,2023,197
LMV,SHIV TRAILOR INDUSTRIES,2023,0
3W,SHIVA ENTERPRISES,2023,0
3W,SHIVGANGA ECOGREEN LLP,2023,0
3W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,2023,307
3W,SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,2023,0
3W,SHREYA ENGINEERS,2023,9
LMV,SHRI ABIRAMI TRAILERS,2023,0
MMV,SHRI ABIRAMI TRAILERS,2023,0
LMV,SHRI ANGAMMAL ENGINEERING WORKS,2023,0
LMV,SHRI ARUPADAYAN TRAILERS,2023,0
3W,SHRI BALAJI ENTERPRISES,2023,0
LMV,SHRI BANASHANKARI ENG WORKS,2023,0
2W,SHRI BARSANA E-VEHICLES PVT LTD,2023,0
3W,SHRI BARSANA E-VEHICLES PVT LTD,2023,4086
LMV,SHRI BARSANA E-VEHICLES PVT LTD,2023,2
3W,SHRI CHAMUNDI MOPEDS,2023,0
3W,SHRI CHINNAMMAN ENGG. WORKS    ,2023,0
LMV,SHRI CHINNAMMAN ENGG. WORKS    ,2023,0
LMV,SHRI DEVIKA TRAILERS,2023,0
LMV,SHRI GANAPATHY ENGG. WORKS,2023,0
LMV,SHRI GANESH TRAILER,2023,0
LMV,SHRI JYOTHI ENG. WORKS.,2023,0
LMV,SHRI KANAGA TRAILERS TANKAR,2023,0
LMV,SHRI KUMAR TRAILERS EQUIPMENTS,2023,0
LMV,SHRI LAKSHMI LATHE WORKS,2023,0
LMV,SHRI LAXMI ENGINEERING WORKS,2023,0
LMV,SHRI MODERN TRAILERS,2023,0
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2023,645
3W,SHRI RAM AUTO TECH PVT LTD,2023,3
3W,SHRI RAM AUTOMOBILES,2023,0
3W,SHRI RAM INDUSTRIES,2023,0
LMV,SHRI SAKTHI VINAYAKA TRAILERS,2023,0
3W,SHRI SHIVSHANKAR ENTERPRISES,2023,0
LMV,SHRI VAIRAMUTHU TRAILERS,2023,0
LMV,SHRI VENKATESHWARA TRAILOR,2023,0
3W,SHRIRAJ ELECTRIC VEHICLES,2023,2726
3W,SHRIRAM ASTRAL MOTOR CO,2023,0
3W,SHUBHAM MANUFACTURER,2023,6
3W,SIARSA ELECTRICALS PVT LTD,2023,0
LMV,SIDHI DURGA ENGINEERING,2023,0
2W,SIMPLEENERGY PVT LTD,2023,65
LMV,SINDHU MOTORS,2023,0
3W,SINGH AUTOMOBILES,2023,359
3W,SINGHAL ENTERPRISES,2023,136
3W,SIRF INDIA VEHICLES PVT LTD,2023,27
3W,SITYOG ENGINEERING PVT LTD,2023,5
LMV,SIVA ENGINEERING WORKS,2023,0
LMV,SIVASAKTHI ENGINEERING WORKS,2023,0
3W,SIWACH STEEL PVT LTD,2023,24
3W,SIX SENSES AUTOMOTIVE PVT LTD,2023,12
3W,SKS AUTOMOBILES (I) PVT LTD,2023,2
3W,SKS TRADE INDIA PVT LTD,2023,10078
LMV,SKS TRADE INDIA PVT LTD,2023,0
3W,SKYRIDE AUTOMOTIVE,2023,40
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,2023,1
2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2023,15
3W,SMART ELECTRO MOTORS,2023,47
3W,SMARTOMATIC VEHICLES PRIVATE LIMITED,2023,2
3W,SMITH MOTORS PVT LTD,2023,4
3W,SML ISUZU LTD,2023,0
LMV,SML ISUZU LTD,2023,0
MMV,SML ISUZU LTD,2023,0
3W,SN SOLAR ENERGY,2023,187
2W,SOKUDO ELECTRIC INDIA PVT LTD,2023,132
3W,SONI E VEHICLE PVT LTD,2023,64
LMV,SONI E VEHICLE PVT LTD,2023,0
3W,SONI E VEHICLES PVT LTD,2023,0
3W,SPEED AUTO TECH,2023,87
3W,SPEEDWAYS ELECTRIC,2023,5
3W,SPEEDWAYS ELECTRIC PVT LTD,2023,0
3W,SPEEGO VEHICLES CO PVT LTD,2023,4770
3W,SPEEGO VEHICLES PVT. LTD,2023,12
3W,SRD RENEWABLES,2023,2121
LMV,SRI RAMA TRAILERS,2023,0
3W,SRI SAI MARKETING,2023,0
2W,SRIVARU MOTORS PVT LTD,2023,24
3W,SSB INDISTRIES,2023,2248
3W,SSEV ENTERPRISES PRIVATE LIMITED,2023,767
3W,SSV TECHNOLOGIES,2023,0
3W,STANDARD CORPORATION INDIA LTD,2023,0
3W,STAR BULL E MOTORS,2023,2077
3W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2023,570
3W,STAR INDUSTRIES,2023,0
3W,SUCCESSPATH MARKETING PVT LTD,2023,0
3W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2023,175
3W,SUGANJI RARA ELECTRIC VEHICLE PVT LTD,2023,0
2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),2023,0
3W,SUMFONL AUTO TRADERS PVT LTD,2023,286
3W,SUN AUTO,2023,0
3W,SUN INDUSTRIES,2023,0
3W,SUN MOTORS,2023,0
3W,SUN MOTORS PVT LTD,2023,0
3W,SUN SHINE ENGINEERING WORKS,2023,0
3W,SUNANDA GREENTECH PVT LTD,2023,11
3W,SUNARIYA MOTORS PVT LTD,2023,36
3W,SUNKU AUTO LTD,2023,0
3W,SUNLECTRA AUTO,2023,0
3W,SUNSHINE TECHNOLOGIES,2023,2
3W,SUNULTRA POWER SOLUTIONS PVT LTD,2023,142
3W,SUPER METRO INDUSTRIES,2023,1198
3W,SUPER POWER MOTORS,2023,2
2W,SUPERECO AUTOMOTIVE CO,2023,128
3W,SUPERECO AUTOMOTIVE CO,2023,134
3W,SUPERECO AUTOMOTIVE CO LLP,2023,1
3W,SUPERTECH EV LIMITED,2023,2020
LMV,SUPERTECH EV LIMITED,2023,0
3W,SUPREME SALES AGENCY,2023,0
3W,SUPREME SMART POWER PVT LTD,2023,434
3W,SUPROVA ENTERPRISE,2023,4
3W,SURYA INTERNATIONAL,2023,16
LMV,SURYA TRAILORS AND TANKERS,2023,0
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2023,0
3W,SUZUKI MOTORCYCLE INDIA PVT LTD,2023,0
3W,SVS ENTERPRISES,2023,84
3W,SWADESHI INDUSTRIES,2023,0
3W,SWARNCHAKRA AUTOMOBILES PVT LTD,2023,5
3W,SWASTIK,2023,0
LMV,SWITCH MOBILITY AUTOMOTIVE LTD,2023,0
3W,SYNDICATE AUTO COMPONENTS,2023,77
3W,T U K INDUSTRIES,2023,2845
3W,TAFE LIMITED,2023,0
LMV,TAFE LIMITED,2023,0
3W,TAMILNADU MOPEDS LTD,2023,0
3W,TAO POWER PRIVATE LIMITED,2023,11
3W,TARA MAA MACHINERY,2023,26
2W,TATA MOTORS LTD,2023,0
3W,TATA MOTORS LTD,2023,0
LMV,TATA MOTORS LTD,2023,1766
MMV,TATA MOTORS LTD,2023,275
LMV,TATA MOTORS PASSENGER VEHICLES LTD,2023,21420
LMV,TATA PASSENGER ELECTRIC MOBILITY LTD,2023,38580
3W,TAURUS ELECTRIC VEHICLES,2023,346
3W,TEJASGREEN AUTOMOTIVE PVT LTD,2023,1
LMV,TELSA INC,2023,0
3W,TEREX CORPORATION,2023,0
3W,TERRA MOTORS INDIA PVT LTD,2023,8810
LMV,TERRA MOTORS INDIA PVT LTD,2023,0
3W,THE COMMERCIAL MOTORS LIMITED,2023,58
LMV,THE COMMERCIAL MOTORS LIMITED,2023,0
3W,THE COMMERCIAL MOTORS PVT LTD,2023,8
2W,THUKRAL ELECTRIC BIKES PVT LTD,2023,48
3W,THUKRAL ELECTRIC BIKES PVT LTD,2023,7271
3W,TI CLEAN MOBILITY PVT LTD,2023,1273
3W,TOP TEAM MACHINES PVT LTD,2023,1743
2W,TORK MOTORS PVT LTD,2023,1589
3W,TOYOTA KIRLOSKAR MOTOR PVT LTD,2023,0
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2023,0
LMV,TOYOTA MATERIAL HANDLING INDIA PVT LTD,2023,0
3W,TRANSVAHAN TECHNOLOGIES INDIA PVT LTD,2023,0
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2023,57
3W,TRISHIKA INDUSTRIES,2023,1361
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2023,10
3W,TRUZ INDUSTRIES,2023,3
3W,TSM ENGINEERING PVT LTD,2023,296
3W,TSR TRADE COM,2023,30
3W,TUFAN MOTORS PVT LTD,2023,987
2W,TUNWAL E MOTORS PVT LTD,2023,44
2W,TVS MOTOR COMPANY LTD,2023,166580
3W,TVS MOTOR COMPANY LTD,2023,97
3W,TWASHTRE AUTOMOTIVE PVT LTD,2023,11
3W,TWINKLE TRADCOM PVT LTD,2023,1505
3W,TWO FRIENDS AUTO ELECTRIC CO,2023,3848
2W,TYST DRIVE INDIA PVT LTD,2023,31
3W,U P TELELINKS LTD,2023,3
3W,U V MOTORS INDIA PVT LTD,2023,0
3W,U.P. TELELINKS LIMITED,2023,2438
LMV,U.P. TELELINKS LIMITED,2023,2
2W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2023,256
3W,UMA  AUTO INDUSTRIES PVT. LTD,2023,137
3W,UMA AUTO INDUSTRIES PVT LTD,2023,0
3W,UMA MOTORS,2023,211
3W,UNIC,2023,0
3W,UNICORN DIGITAL SYSTEMS PVT LTD,2023,0
3W,UNIQUE AUTO ELECTRIC,2023,26
3W,UNIQUE ENTERPRISES,2023,3580
3W,UNIQUE INTERNATIONAL,2023,13572
LMV,UNIQUE INTERNATIONAL,2023,3
3W,UNITED AUTO TRACTORS LTD      ,2023,0
3W,UNITED TRANSMOVERS PVT LTD,2023,272
3W,UNIVERSAL LTD,2023,0
3W,URWASHI ENTERPRISES,2023,355
3W,USHASONS AUTO COMPONENTS,2023,0
3W,V V A ELECTRIC VEHICLE,2023,0
3W,V.T. ENGINEERING,2023,9
3W,V.T.ENGINEERING,2023,0
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2023,26
3W,VAHAK FUTURE SOLUTIONS LLP,2023,23
3W,VANI ELECTRIC VEHICLES PVT LTD,2023,7832
3W,VARIOUS INNOVATIVE SYSTEMS HYBRID NANO UTILITIES,2023,0
3W,VAUXHALL MOTORS LTD,2023,0
3W,VE COMMERCIAL VEHICLES LTD,2023,0
LMV,VE COMMERCIAL VEHICLES LTD,2023,6
MMV,VE COMMERCIAL VEHICLES LTD,2023,0
3W,VEANCO AUTOMOTIVES PVT LTD,2023,11
LMV,VEANCO AUTOMOTIVES PVT LTD,2023,0
3W,VEECTERO E VEHICLES LLP,2023,171
MMV,VEERA VAHANA UDYOG PRIVATE LIMITED,2023,1
3W,VEHICLE FACTORY JABALPUR,2023,0
3W,VENUS AUTO INDUSTRIES         ,2023,0
3W,VENUS AUTO WHEELS PVT LTD,2023,574
3W,VGLAN BUILDCON PRIVATE LIMITED,2023,0
3W,VGLAN BUILDCON PVT LTD,2023,0
LMV,VGLAN BUILDCON PVT LTD,2023,0
3W,VIBGYOR  VEHICLES LIMITED,2023,0
3W,VICTOR AGRO INDUSTRIES,2023,0
LMV,VICTOR AGRO INDUSTRIES,2023,0
3W,VICTORIA E VEHICLES PVT. LTD,2023,25
3W,VICTORY ELECTRIC INTERNATIONAL,2023,3319
LMV,VICTORY ELECTRIC INTERNATIONAL,2023,0
3W,VIJAYA ELECTRIC AUTO PVT LTD,2023,256
3W,VIJAYALAKSHIMI ENGG WORKS,2023,0
3W,VIJAYS COOLMAX PRIVATE LIMITED,2023,4807
3W,VIJAYSHREE AUTOCOM LIMITED,2023,181
3W,VIJEX STEEL FABRICATION,2023,11
3W,VIMAL UNIVERSAL TRADE PVT LTD,2023,831
LMV,VINAYAK INDUSTRIES,2023,0
3W,VINCI INDUSTRIAL CORPORATION,2023,39
2W,VINTAGE VEHICLES,2023,0
3W,VISHAL ENTERPRISES,2023,36
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2023,92
3W,VISHWAKARMA GNG INDUSTRY,2023,123
3W,VISHWARUP ENTERPRISE,2023,10
LMV,VISHWAS TRAILER WELD WORK,2023,0
3W,VITAN JAGADA AUTOMOBILE PVT LTD,2023,3
3W,VOLKSWAGEN INDIA PVT LTD,2023,0
LMV,VOLKSWAGEN INDIA PVT LTD,2023,0
3W,VOLMAC ENGINEERING PVT LTD,2023,0
3W,VOLTAIC INDUSTRIES PVT LTD,2023,0
LMV,VOLTAS LIMITED,2023,0
LMV,VOLVO AUTO INDIA PVT LTD,2023,570
3W,VORC MOTORS PVT LTD,2023,0
3W,VRINDA ENTERPRISES,2023,1080
3W,VSL INDUSTRIES,2023,0
3W,VVA AUTO INDUSTRIES PVT LTD,2023,0
2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2023,6910
3W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2023,0
LMV,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2023,0
2W,WARIVO MOTOR INDIA PVT LTD,2023,1
3W,WASAN E-MOBILITY SOLUTIONS PVT LTD,2023,80
3W,WELCOME E RICKSHAW,2023,0
3W,WELKIN HEALTHCARE PVT LTD,2023,30
2W,WHITE CARBON MOTORS PVT LTD,2023,42
MMV,WIRTGEN INDIA PVT LTD,2023,0
3W,WOX COOLERS PVT LTD,2023,2
2W,WUXI DONGMA (IMPORTER: DYNAM PRECISION),2023,15
2W,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2023,275
2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),2023,4
2W,WUXI NOOMA (IMPORTER: KKL HITECH EV),2023,0
2W,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),2023,10
2W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2023,68
3W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2023,0
2W,WUXI SAIGE (IMPORTER: ELECTRO-TECH),2023,8
2W,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),2023,15
2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),2023,2
2W,WUXI SAIGE (IMPORTER: WARIVO MOTOR),2023,426
2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),2023,4
2W,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),2023,182
2W,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2023,54
2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),2023,1
2W,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),2023,0
